 Density     Ross opa    Planck opa  No. Free    Av Sq Free  T=  1.0000E-01
  1.0000E+02  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  1.3180E+02  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  1.7370E+02  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  2.2893E+02  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  3.0172E+02  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  3.9765E+02  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  5.2409E+02  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  6.9072E+02  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  9.1034E+02  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  1.1998E+03  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  1.5813E+03  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  2.0840E+03  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  2.7467E+03  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  3.6200E+03  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  4.7710E+03  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  6.2880E+03  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  8.2873E+03  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  1.0922E+04  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  1.4395E+04  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  1.8972E+04  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  2.5004E+04  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  3.2955E+04  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  4.3433E+04  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  5.7242E+04  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  7.5443E+04  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  9.9430E+04  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  1.3104E+05  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  1.7271E+05  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  2.2763E+05  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
  3.0000E+05  1.8373E+03  5.8107E+03  3.0951E+00  1.2783E+01
